"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 25 00:08:11 GMT 2024","Fri Oct 25 00:08:14 GMT 2024","2933","","","","","","Validate Council Output [HarboroughDistrictCouncil]",""
"passed","Fri Oct 25 00:01:29 GMT 2024","Fri Oct 25 00:02:17 GMT 2024","48606","","","","","","Validate Council Output [BexleyCouncil]",""
"passed","Fri Oct 25 00:05:03 GMT 2024","Fri Oct 25 00:05:52 GMT 2024","48690","","","","","","Validate Council Output [ChichesterDistrictCouncil]",""
"passed","Fri Oct 25 00:02:17 GMT 2024","Fri Oct 25 00:02:21 GMT 2024","3969","","","","","","Validate Council Output [CardiffCouncil]",""
"passed","Fri Oct 25 00:08:17 GMT 2024","Fri Oct 25 00:08:20 GMT 2024","2903","","","","","","Validate Council Output [HarrogateBoroughCouncil]",""
"passed","Fri Oct 25 00:25:28 GMT 2024","Fri Oct 25 00:25:31 GMT 2024","2460","","","","","","Validate Council Output [WatfordBoroughCouncil]",""
"passed","Fri Oct 25 00:11:36 GMT 2024","Fri Oct 25 00:11:37 GMT 2024","900","","","","","","Validate Council Output [NorthLanarkshireCouncil]",""
"passed","Fri Oct 25 00:10:53 GMT 2024","Fri Oct 25 00:10:55 GMT 2024","1521","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Fri Oct 25 00:11:31 GMT 2024","Fri Oct 25 00:11:36 GMT 2024","5009","","","","","","Validate Council Output [NorthEastLincs]",""
"failed","Fri Oct 25 00:01:31 GMT 2024","Fri Oct 25 00:01:33 GMT 2024","1600","","","","","","Validate Council Output [CroydonCouncil]",""
"passed","Fri Oct 25 00:12:09 GMT 2024","Fri Oct 25 00:12:10 GMT 2024","651","","","","","","Validate Council Output [ReadingBoroughCouncil]",""
"passed","Fri Oct 25 00:04:06 GMT 2024","Fri Oct 25 00:04:07 GMT 2024","1348","","","","","","Validate Council Output [DoncasterCouncil]",""
"passed","Fri Oct 25 00:14:01 GMT 2024","Fri Oct 25 00:14:03 GMT 2024","2175","","","","","","Validate Council Output [SouthDerbyshireDistrictCouncil]",""
"passed","Fri Oct 25 00:21:25 GMT 2024","Fri Oct 25 00:25:23 GMT 2024","238013","","","","","","Validate Council Output [WakefieldCityCouncil]",""
"passed","Fri Oct 25 00:11:18 GMT 2024","Fri Oct 25 00:11:19 GMT 2024","994","","","","","","Validate Council Output [NewarkAndSherwoodDC]",""
"passed","Fri Oct 25 00:01:33 GMT 2024","Fri Oct 25 00:02:25 GMT 2024","52281","","","","","","Validate Council Output [DacorumBoroughCouncil]",""
"passed","Fri Oct 25 00:13:25 GMT 2024","Fri Oct 25 00:13:50 GMT 2024","24397","","","","","","Validate Council Output [RushcliffeBoroughCouncil]",""
"passed","Fri Oct 25 00:11:01 GMT 2024","Fri Oct 25 00:11:31 GMT 2024","29834","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil]",""
"passed","Fri Oct 25 00:12:04 GMT 2024","Fri Oct 25 00:12:09 GMT 2024","5768","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Fri Oct 25 00:13:16 GMT 2024","Fri Oct 25 00:13:21 GMT 2024","4423","","","","","","Validate Council Output [NorthNorthamptonshireCouncil]",""
"failed","Fri Oct 25 00:19:10 GMT 2024","Fri Oct 25 00:21:11 GMT 2024","120978","","","","","","Validate Council Output [SouthOxfordshireCouncil]",""
"passed","Fri Oct 25 00:14:07 GMT 2024","Fri Oct 25 00:14:13 GMT 2024","5200","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Fri Oct 25 00:07:46 GMT 2024","Fri Oct 25 00:08:16 GMT 2024","30715","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Fri Oct 25 00:04:11 GMT 2024","Fri Oct 25 00:04:13 GMT 2024","2071","","","","","","Validate Council Output [BracknellForestCouncil]",""
"passed","Fri Oct 25 00:27:49 GMT 2024","Fri Oct 25 00:27:52 GMT 2024","3025","","","","","","Validate Council Output [WirralCouncil]",""
"failed","Fri Oct 25 00:27:55 GMT 2024","Fri Oct 25 00:32:55 GMT 2024","300191","","","","","","Validate Council Output [WychavonDistrictCouncil]",""
"passed","Fri Oct 25 00:01:26 GMT 2024","Fri Oct 25 00:01:29 GMT 2024","3153","","","","","","Validate Council Output [AberdeenshireCouncil]",""
"passed","Fri Oct 25 00:25:34 GMT 2024","Fri Oct 25 00:25:37 GMT 2024","2641","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"passed","Fri Oct 25 00:09:30 GMT 2024","Fri Oct 25 00:10:22 GMT 2024","51933","","","","","","Validate Council Output [MidSussexDistrictCouncil]",""
"failed","Fri Oct 25 00:11:05 GMT 2024","Fri Oct 25 00:13:10 GMT 2024","125283","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil]",""
"failed","Fri Oct 25 00:10:08 GMT 2024","Fri Oct 25 00:10:43 GMT 2024","35634","","","","","","Validate Council Output [EppingForestDistrictCouncil]",""
"passed","Fri Oct 25 00:13:50 GMT 2024","Fri Oct 25 00:13:51 GMT 2024","979","","","","","","Validate Council Output [RushmoorCouncil]",""
"failed","Fri Oct 25 00:11:19 GMT 2024","Fri Oct 25 00:11:49 GMT 2024","30721","","","","","","Validate Council Output [NewcastleCityCouncil]",""
"passed","Fri Oct 25 00:24:55 GMT 2024","Fri Oct 25 00:25:33 GMT 2024","38427","","","","","","Validate Council Output [TendringDistrictCouncil]",""
"passed","Fri Oct 25 00:10:06 GMT 2024","Fri Oct 25 00:10:08 GMT 2024","1691","","","","","","Validate Council Output [EnvironmentFirst]",""
"passed","Fri Oct 25 00:25:46 GMT 2024","Fri Oct 25 00:25:48 GMT 2024","1724","","","","","","Validate Council Output [WestLindseyDistrictCouncil]",""
"passed","Fri Oct 25 00:01:29 GMT 2024","Fri Oct 25 00:01:31 GMT 2024","1643","","","","","","Validate Council Output [CrawleyBoroughCouncil]",""
"passed","Fri Oct 25 00:13:21 GMT 2024","Fri Oct 25 00:13:23 GMT 2024","2132","","","","","","Validate Council Output [NorthSomersetCouncil]",""
"passed","Fri Oct 25 00:04:53 GMT 2024","Fri Oct 25 00:04:54 GMT 2024","1287","","","","","","Validate Council Output [BarnsleyMBCouncil]",""
"passed","Fri Oct 25 00:02:31 GMT 2024","Fri Oct 25 00:04:11 GMT 2024","99682","","","","","","Validate Council Output [BoltonCouncil]",""
"passed","Fri Oct 25 00:06:19 GMT 2024","Fri Oct 25 00:07:55 GMT 2024","96687","","","","","","Validate Council Output [EastRidingCouncil]",""
"passed","Fri Oct 25 00:10:58 GMT 2024","Fri Oct 25 00:11:01 GMT 2024","2815","","","","","","Validate Council Output [NorthAyrshireCouncil]",""
"passed","Fri Oct 25 00:14:27 GMT 2024","Fri Oct 25 00:14:30 GMT 2024","2209","","","","","","Validate Council Output [StratfordUponAvonCouncil]",""
"passed","Fri Oct 25 00:10:31 GMT 2024","Fri Oct 25 00:10:50 GMT 2024","18466","","","","","","Validate Council Output [LutonBoroughCouncil]",""
"passed","Fri Oct 25 00:08:16 GMT 2024","Fri Oct 25 00:08:19 GMT 2024","2412","","","","","","Validate Council Output [BuryCouncil]",""
"failed","Fri Oct 25 00:11:01 GMT 2024","Fri Oct 25 00:12:04 GMT 2024","62160","","","","","","Validate Council Output [KnowsleyMBCouncil]",""
"passed","Fri Oct 25 00:04:11 GMT 2024","Fri Oct 25 00:04:15 GMT 2024","3357","","","","","","Validate Council Output [DoverDistrictCouncil]",""
"passed","Fri Oct 25 00:04:26 GMT 2024","Fri Oct 25 00:04:27 GMT 2024","1118","","","","","","Validate Council Output [EalingCouncil]",""
"passed","Fri Oct 25 00:02:03 GMT 2024","Fri Oct 25 00:02:05 GMT 2024","1203","","","","","","Validate Council Output [CannockChaseDistrictCouncil]",""
"passed","Fri Oct 25 00:14:19 GMT 2024","Fri Oct 25 00:14:26 GMT 2024","6574","","","","","","Validate Council Output [SolihullCouncil]",""
"failed","Fri Oct 25 00:19:40 GMT 2024","Fri Oct 25 00:24:41 GMT 2024","300351","","","","","","Validate Council Output [SwaleBoroughCouncil]",""
"passed","Fri Oct 25 00:14:10 GMT 2024","Fri Oct 25 00:14:13 GMT 2024","3737","","","","","","Validate Council Output [RugbyBoroughCouncil]",""
"passed","Fri Oct 25 00:26:14 GMT 2024","Fri Oct 25 00:26:16 GMT 2024","1308","","","","","","Validate Council Output [WestNorthamptonshireCouncil]",""
"passed","Fri Oct 25 00:08:48 GMT 2024","Fri Oct 25 00:08:54 GMT 2024","5760","","","","","","Validate Council Output [ElmbridgeBoroughCouncil]",""
"passed","Fri Oct 25 00:14:03 GMT 2024","Fri Oct 25 00:14:05 GMT 2024","1110","","","","","","Validate Council Output [SouthGloucestershireCouncil]",""
"passed","Fri Oct 25 00:08:01 GMT 2024","Fri Oct 25 00:08:02 GMT 2024","1158","","","","","","Validate Council Output [ConwyCountyBorough]",""
"passed","Fri Oct 25 00:19:09 GMT 2024","Fri Oct 25 00:19:10 GMT 2024","1593","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Fri Oct 25 00:05:12 GMT 2024","Fri Oct 25 00:05:17 GMT 2024","4378","","","","","","Validate Council Output [BristolCityCouncil]",""
"failed","Fri Oct 25 00:02:05 GMT 2024","Fri Oct 25 00:02:17 GMT 2024","12085","","","","","","Validate Council Output [CanterburyCityCouncil]",""
"passed","Fri Oct 25 00:09:47 GMT 2024","Fri Oct 25 00:09:49 GMT 2024","1649","","","","","","Validate Council Output [LondonBoroughLambeth]",""
"passed","Fri Oct 25 00:13:46 GMT 2024","Fri Oct 25 00:13:56 GMT 2024","9836","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Fri Oct 25 00:14:03 GMT 2024","Fri Oct 25 00:14:05 GMT 2024","2136","","","","","","Validate Council Output [RochdaleCouncil]",""
"failed","Fri Oct 25 00:13:32 GMT 2024","Fri Oct 25 00:13:59 GMT 2024","27141","","","","","","Validate Council Output [RenfrewshireCouncil]",""
"passed","Fri Oct 25 00:04:07 GMT 2024","Fri Oct 25 00:04:11 GMT 2024","4331","","","","","","Validate Council Output [DorsetCouncil]",""
"passed","Fri Oct 25 00:08:56 GMT 2024","Fri Oct 25 00:08:59 GMT 2024","3228","","","","","","Validate Council Output [LichfieldDistrictCouncil]",""
"passed","Fri Oct 25 00:10:50 GMT 2024","Fri Oct 25 00:10:52 GMT 2024","2221","","","","","","Validate Council Output [MaldonDistrictCouncil]",""
"failed","Fri Oct 25 00:01:26 GMT 2024","Fri Oct 25 00:02:03 GMT 2024","36951","","","","","","Validate Council Output [CalderdaleCouncil]",""
"failed","Fri Oct 25 00:14:05 GMT 2024","Fri Oct 25 00:19:08 GMT 2024","303052","","","","","","Validate Council Output [SouthKestevenDistrictCouncil]",""
"passed","Fri Oct 25 00:10:55 GMT 2024","Fri Oct 25 00:11:05 GMT 2024","10013","","","","","","Validate Council Output [FenlandDistrictCouncil]",""
"failed","Fri Oct 25 00:14:50 GMT 2024","Fri Oct 25 00:19:54 GMT 2024","304559","","","","","","Validate Council Output [PortsmouthCityCouncil]",""
"passed","Fri Oct 25 00:02:22 GMT 2024","Fri Oct 25 00:02:31 GMT 2024","9871","","","","","","Validate Council Output [BlackburnCouncil]",""
"passed","Fri Oct 25 00:24:42 GMT 2024","Fri Oct 25 00:24:46 GMT 2024","3379","","","","","","Validate Council Output [SwindonBoroughCouncil]",""
"passed","Fri Oct 25 00:04:15 GMT 2024","Fri Oct 25 00:04:21 GMT 2024","6407","","","","","","Validate Council Output [DudleyCouncil]",""
"passed","Fri Oct 25 00:08:59 GMT 2024","Fri Oct 25 00:09:02 GMT 2024","3586","","","","","","Validate Council Output [LincolnCouncil]",""
"passed","Fri Oct 25 00:10:18 GMT 2024","Fri Oct 25 00:10:21 GMT 2024","3122","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Fri Oct 25 00:10:25 GMT 2024","Fri Oct 25 00:10:54 GMT 2024","28793","","","","","","Validate Council Output [NeathPortTalbotCouncil]",""
"failed","Fri Oct 25 00:25:59 GMT 2024","Fri Oct 25 00:27:22 GMT 2024","82343","","","","","","Validate Council Output [WestOxfordshireDistrictCouncil]",""
"passed","Fri Oct 25 00:04:13 GMT 2024","Fri Oct 25 00:04:15 GMT 2024","1472","","","","","","Validate Council Output [BradfordMDC]",""
"passed","Fri Oct 25 00:27:29 GMT 2024","Fri Oct 25 00:27:57 GMT 2024","27820","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil]",""
"passed","Fri Oct 25 00:25:53 GMT 2024","Fri Oct 25 00:26:14 GMT 2024","21354","","","","","","Validate Council Output [ThreeRiversDistrictCouncil]",""
"passed","Fri Oct 25 00:05:52 GMT 2024","Fri Oct 25 00:06:27 GMT 2024","35307","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Fri Oct 25 00:13:20 GMT 2024","Fri Oct 25 00:13:23 GMT 2024","3059","","","","","","Validate Council Output [NorthYorkshire]",""
"passed","Fri Oct 25 00:01:29 GMT 2024","Fri Oct 25 00:01:30 GMT 2024","913","","","","","","Validate Council Output [AdurAndWorthingCouncils]",""
"passed","Fri Oct 25 00:02:17 GMT 2024","Fri Oct 25 00:02:22 GMT 2024","4342","","","","","","Validate Council Output [BirminghamCityCouncil]",""
