"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 29 00:06:40 GMT 2024","Tue Oct 29 00:06:41 GMT 2024","810","","","","","","Validate Council Output [BCPCouncil]",""
"passed","Tue Oct 29 00:23:15 GMT 2024","Tue Oct 29 00:23:19 GMT 2024","4707","","","","","","Validate Council Output [NorthEastLincs]",""
"passed","Tue Oct 29 00:14:35 GMT 2024","Tue Oct 29 00:19:14 GMT 2024","279606","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Tue Oct 29 00:08:45 GMT 2024","Tue Oct 29 00:09:12 GMT 2024","26792","","","","","","Validate Council Output [EastRenfrewshireCouncil]",""
"passed","Tue Oct 29 00:19:41 GMT 2024","Tue Oct 29 00:20:31 GMT 2024","50415","","","","","","Validate Council Output [LeedsCityCouncil]",""
"passed","Tue Oct 29 00:36:03 GMT 2024","Tue Oct 29 00:36:05 GMT 2024","1595","","","","","","Validate Council Output [SwindonBoroughCouncil]",""
"passed","Tue Oct 29 00:30:01 GMT 2024","Tue Oct 29 00:30:01 GMT 2024","741","","","","","","Validate Council Output [StAlbansCityAndDistrictCouncil]",""
"passed","Tue Oct 29 00:24:21 GMT 2024","Tue Oct 29 00:24:28 GMT 2024","6490","","","","","","Validate Council Output [NottinghamCityCouncil]",""
"failed","Tue Oct 29 00:29:53 GMT 2024","Tue Oct 29 00:34:53 GMT 2024","300039","","","","","","Validate Council Output [SunderlandCityCouncil]",""
"passed","Tue Oct 29 00:23:35 GMT 2024","Tue Oct 29 00:23:36 GMT 2024","1277","","","","","","Validate Council Output [MalvernHillsDC]",""
"passed","Tue Oct 29 00:20:53 GMT 2024","Tue Oct 29 00:20:56 GMT 2024","2771","","","","","","Validate Council Output [FarehamBoroughCouncil]",""
"passed","Tue Oct 29 00:24:22 GMT 2024","Tue Oct 29 00:24:25 GMT 2024","2450","","","","","","Validate Council Output [RotherhamCouncil]",""
"passed","Tue Oct 29 00:20:56 GMT 2024","Tue Oct 29 00:21:05 GMT 2024","8955","","","","","","Validate Council Output [FenlandDistrictCouncil]",""
"passed","Tue Oct 29 00:06:52 GMT 2024","Tue Oct 29 00:08:12 GMT 2024","79700","","","","","","Validate Council Output [CheshireWestAndChesterCouncil]",""
"passed","Tue Oct 29 00:14:12 GMT 2024","Tue Oct 29 00:19:06 GMT 2024","294096","","","","","","Validate Council Output [EastSuffolkCouncil]",""
"passed","Tue Oct 29 00:15:12 GMT 2024","Tue Oct 29 00:19:23 GMT 2024","250711","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Tue Oct 29 00:41:28 GMT 2024","Tue Oct 29 00:42:55 GMT 2024","87799","","","","","","Validate Council Output [WokinghamBoroughCouncil]",""
"failed","Tue Oct 29 00:01:46 GMT 2024","Tue Oct 29 00:01:47 GMT 2024","768","","","","","","Validate Council Output [CastlepointDistrictCouncil]",""
"passed","Tue Oct 29 00:19:09 GMT 2024","Tue Oct 29 00:19:14 GMT 2024","5200","","","","","","Validate Council Output [ElmbridgeBoroughCouncil]",""
"passed","Tue Oct 29 00:22:58 GMT 2024","Tue Oct 29 00:22:59 GMT 2024","1308","","","","","","Validate Council Output [LondonBoroughLambeth]",""
"passed","Tue Oct 29 00:01:48 GMT 2024","Tue Oct 29 00:01:52 GMT 2024","4206","","","","","","Validate Council Output [BirminghamCityCouncil]",""
"passed","Tue Oct 29 00:01:30 GMT 2024","Tue Oct 29 00:01:31 GMT 2024","766","","","","","","Validate Council Output [AdurAndWorthingCouncils]",""
"passed","Tue Oct 29 00:42:50 GMT 2024","Tue Oct 29 00:42:58 GMT 2024","7459","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil]",""
"passed","Tue Oct 29 00:09:02 GMT 2024","Tue Oct 29 00:18:41 GMT 2024","578780","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Tue Oct 29 00:23:43 GMT 2024","Tue Oct 29 00:24:12 GMT 2024","28797","","","","","","Validate Council Output [NewForestCouncil]",""
"failed","Tue Oct 29 00:20:59 GMT 2024","Tue Oct 29 00:21:32 GMT 2024","32710","","","","","","Validate Council Output [KnowsleyMBCouncil]",""
