"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 00:01:14 GMT 2024","Mon Oct 21 00:01:21 GMT 2024","7056","","","","","","Validate Council Output [CalderdaleCouncil]",""
"passed","Mon Oct 21 00:03:32 GMT 2024","Mon Oct 21 00:03:33 GMT 2024","802","","","","","","Validate Council Output [BradfordMDC]",""
"passed","Mon Oct 21 00:18:27 GMT 2024","Mon Oct 21 00:19:08 GMT 2024","40603","","","","","","Validate Council Output [NorthWestLeicestershire]",""
"passed","Mon Oct 21 00:03:14 GMT 2024","Mon Oct 21 00:03:14 GMT 2024","622","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil]",""
"passed","Mon Oct 21 00:15:00 GMT 2024","Mon Oct 21 00:16:04 GMT 2024","64282","","","","","","Validate Council Output [HounslowCouncil]",""
"passed","Mon Oct 21 00:31:34 GMT 2024","Mon Oct 21 00:31:35 GMT 2024","1099","","","","","","Validate Council Output [SwanseaCouncil]",""
"passed","Mon Oct 21 00:20:07 GMT 2024","Mon Oct 21 00:20:20 GMT 2024","12837","","","","","","Validate Council Output [PortsmouthCityCouncil]",""
"passed","Mon Oct 21 00:01:14 GMT 2024","Mon Oct 21 00:01:16 GMT 2024","1688","","","","","","Validate Council Output [AberdeenshireCouncil]",""
"passed","Mon Oct 21 00:16:06 GMT 2024","Mon Oct 21 00:16:08 GMT 2024","1866","","","","","","Validate Council Output [HuntingdonDistrictCouncil]",""
"passed","Mon Oct 21 00:18:03 GMT 2024","Mon Oct 21 00:18:28 GMT 2024","24923","","","","","","Validate Council Output [GatesheadCouncil]",""
"passed","Mon Oct 21 00:16:11 GMT 2024","Mon Oct 21 00:16:46 GMT 2024","34873","","","","","","Validate Council Output [KingstonUponThamesCouncil]",""
"passed","Mon Oct 21 00:20:08 GMT 2024","Mon Oct 21 00:20:11 GMT 2024","2363","","","","","","Validate Council Output [SheffieldCityCouncil]",""
"passed","Mon Oct 21 00:20:11 GMT 2024","Mon Oct 21 00:20:15 GMT 2024","4010","","","","","","Validate Council Output [ShropshireCouncil]",""
"passed","Mon Oct 21 00:16:30 GMT 2024","Mon Oct 21 00:16:32 GMT 2024","2088","","","","","","Validate Council Output [NorthAyrshireCouncil]",""
"passed","Mon Oct 21 00:36:42 GMT 2024","Mon Oct 21 00:37:11 GMT 2024","29004","","","","","","Validate Council Output [WokinghamBoroughCouncil]",""
"passed","Mon Oct 21 00:10:00 GMT 2024","Mon Oct 21 00:15:00 GMT 2024","300054","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Mon Oct 21 00:03:23 GMT 2024","Mon Oct 21 00:04:22 GMT 2024","58917","","","","","","Validate Council Output [GloucesterCityCouncil]",""
"passed","Mon Oct 21 00:02:04 GMT 2024","Mon Oct 21 00:03:26 GMT 2024","82865","","","","","","Validate Council Output [CheshireWestAndChesterCouncil]",""
"passed","Mon Oct 21 00:14:27 GMT 2024","Mon Oct 21 00:15:04 GMT 2024","37326","","","","","","Validate Council Output [ColchesterCityCouncil]",""
"passed","Mon Oct 21 00:16:28 GMT 2024","Mon Oct 21 00:16:30 GMT 2024","2752","","","","","","Validate Council Output [FarehamBoroughCouncil]",""
"passed","Mon Oct 21 00:14:51 GMT 2024","Mon Oct 21 00:15:47 GMT 2024","55241","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Mon Oct 21 00:03:33 GMT 2024","Mon Oct 21 00:04:35 GMT 2024","62068","","","","","","Validate Council Output [BrightonandHoveCityCouncil]",""
"failed","Mon Oct 21 00:16:40 GMT 2024","Mon Oct 21 00:18:03 GMT 2024","83293","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil]",""
"passed","Mon Oct 21 00:27:55 GMT 2024","Mon Oct 21 00:27:58 GMT 2024","2781","","","","","","Validate Council Output [WalsallCouncil]",""
"passed","Mon Oct 21 00:18:33 GMT 2024","Mon Oct 21 00:19:36 GMT 2024","62905","","","","","","Validate Council Output [NewForestCouncil]",""
"passed","Mon Oct 21 00:35:50 GMT 2024","Mon Oct 21 00:35:51 GMT 2024","1093","","","","","","Validate Council Output [WestLindseyDistrictCouncil]",""
"passed","Mon Oct 21 00:17:02 GMT 2024","Mon Oct 21 00:17:02 GMT 2024","769","","","","","","Validate Council Output [NorthLanarkshireCouncil]",""
"passed","Mon Oct 21 00:15:44 GMT 2024","Mon Oct 21 00:16:23 GMT 2024","38532","","","","","","Validate Council Output [EppingForestDistrictCouncil]",""
"passed","Mon Oct 21 00:20:00 GMT 2024","Mon Oct 21 00:20:02 GMT 2024","1654","","","","","","Validate Council Output [RochdaleCouncil]",""
"passed","Mon Oct 21 00:30:46 GMT 2024","Mon Oct 21 00:30:48 GMT 2024","1819","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"failed","Mon Oct 21 00:04:41 GMT 2024","Mon Oct 21 00:09:42 GMT 2024","300855","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Mon Oct 21 00:27:26 GMT 2024","Mon Oct 21 00:27:36 GMT 2024","9456","","","","","","Validate Council Output [TestValleyBoroughCouncil]",""
"passed","Mon Oct 21 00:25:21 GMT 2024","Mon Oct 21 00:25:22 GMT 2024","1259","","","","","","Validate Council Output [StockportBoroughCouncil]",""
"passed","Mon Oct 21 00:15:09 GMT 2024","Mon Oct 21 00:15:10 GMT 2024","1089","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil]",""
"passed","Mon Oct 21 00:14:43 GMT 2024","Mon Oct 21 00:14:45 GMT 2024","1483","","","","","","Validate Council Output [EastleighBoroughCouncil]",""
"failed","Mon Oct 21 00:25:42 GMT 2024","Mon Oct 21 00:30:42 GMT 2024","300042","","","","","","Validate Council Output [UttlesfordDistrictCouncil]",""
"passed","Mon Oct 21 00:16:25 GMT 2024","Mon Oct 21 00:16:27 GMT 2024","1978","","","","","","Validate Council Output [MaldonDistrictCouncil]",""
"passed","Mon Oct 21 00:03:21 GMT 2024","Mon Oct 21 00:03:23 GMT 2024","1472","","","","","","Validate Council Output [BedfordshireCouncil]",""
"passed","Mon Oct 21 00:19:12 GMT 2024","Mon Oct 21 00:19:51 GMT 2024","38716","","","","","","Validate Council Output [NorthumberlandCouncil]",""
"failed","Mon Oct 21 00:31:09 GMT 2024","Mon Oct 21 00:33:10 GMT 2024","120665","","","","","","Validate Council Output [ValeofWhiteHorseCouncil]",""
