"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 00:03:15 GMT 2024","Mon Oct 21 00:03:21 GMT 2024","6367","","","","","","Validate Council Output [BedfordBoroughCouncil]",""
"passed","Mon Oct 21 00:29:33 GMT 2024","Mon Oct 21 00:29:36 GMT 2024","3286","","","","","","Validate Council Output [RugbyBoroughCouncil]",""
"passed","Mon Oct 21 00:15:11 GMT 2024","Mon Oct 21 00:15:12 GMT 2024","1445","","","","","","Validate Council Output [LondonBoroughLambeth]",""
"passed","Mon Oct 21 00:14:58 GMT 2024","Mon Oct 21 00:16:04 GMT 2024","66424","","","","","","Validate Council Output [HounslowCouncil]",""
"failed","Mon Oct 21 00:15:05 GMT 2024","Mon Oct 21 00:15:08 GMT 2024","3080","","","","","","Validate Council Output [MertonCouncil]",""
"passed","Mon Oct 21 00:40:33 GMT 2024","Mon Oct 21 00:40:35 GMT 2024","1607","","","","","","Validate Council Output [WestLindseyDistrictCouncil]",""
"passed","Mon Oct 21 00:23:54 GMT 2024","Mon Oct 21 00:24:04 GMT 2024","9828","","","","","","Validate Council Output [SomersetCouncil]",""
"failed","Mon Oct 21 00:29:25 GMT 2024","Mon Oct 21 00:29:28 GMT 2024","2917","","","","","","Validate Council Output [RhonddaCynonTaffCouncil]",""
"passed","Mon Oct 21 00:04:09 GMT 2024","Mon Oct 21 00:04:54 GMT 2024","44662","","","","","","Validate Council Output [EastRenfrewshireCouncil]",""
"passed","Mon Oct 21 00:23:23 GMT 2024","Mon Oct 21 00:23:28 GMT 2024","5021","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Mon Oct 21 00:24:04 GMT 2024","Mon Oct 21 00:24:05 GMT 2024","656","","","","","","Validate Council Output [ReadingBoroughCouncil]",""
"passed","Mon Oct 21 00:14:26 GMT 2024","Mon Oct 21 00:14:27 GMT 2024","840","","","","","","Validate Council Output [LiverpoolCityCouncil]",""
