"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 26 00:37:36 GMT 2024","Sat Oct 26 00:38:47 GMT 2024","71371","","","","","","Validate Council Output [WestOxfordshireDistrictCouncil]",""
"passed","Sat Oct 26 00:20:58 GMT 2024","Sat Oct 26 00:21:00 GMT 2024","1881","","","","","","Validate Council Output [NorthYorkshire]",""
"passed","Sat Oct 26 00:17:43 GMT 2024","Sat Oct 26 00:18:05 GMT 2024","21734","","","","","","Validate Council Output [KingstonUponThamesCouncil]",""
"passed","Sat Oct 26 00:07:03 GMT 2024","Sat Oct 26 00:07:28 GMT 2024","25335","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Sat Oct 26 00:24:04 GMT 2024","Sat Oct 26 00:24:06 GMT 2024","1465","","","","","","Validate Council Output [StratfordUponAvonCouncil]",""
"passed","Sat Oct 26 00:12:42 GMT 2024","Sat Oct 26 00:12:43 GMT 2024","497","","","","","","Validate Council Output [LiverpoolCityCouncil]",""
"failed","Sat Oct 26 00:18:45 GMT 2024","Sat Oct 26 00:18:45 GMT 2024","156","","","","","","Validate Council Output [NorthKestevenDistrictCouncil]",""
"passed","Sat Oct 26 00:17:51 GMT 2024","Sat Oct 26 00:17:52 GMT 2024","930","","","","","","Validate Council Output [ConwyCountyBorough]",""
"passed","Sat Oct 26 00:12:43 GMT 2024","Sat Oct 26 00:12:43 GMT 2024","880","","","","","","Validate Council Output [LondonBoroughEaling]",""
"failed","Sat Oct 26 00:07:54 GMT 2024","Sat Oct 26 00:12:54 GMT 2024","300009","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Sat Oct 26 00:02:47 GMT 2024","Sat Oct 26 00:02:59 GMT 2024","12050","","","","","","Validate Council Output [BedfordBoroughCouncil]",""
"passed","Sat Oct 26 00:22:19 GMT 2024","Sat Oct 26 00:22:21 GMT 2024","1716","","","","","","Validate Council Output [SouthCambridgeshireCouncil]",""
"failed","Sat Oct 26 00:02:13 GMT 2024","Sat Oct 26 00:02:14 GMT 2024","561","","","","","","Validate Council Output [CastlepointDistrictCouncil]",""
"passed","Sat Oct 26 00:01:50 GMT 2024","Sat Oct 26 00:01:50 GMT 2024","634","","","","","","Validate Council Output [BCPCouncil]",""
"passed","Sat Oct 26 00:02:30 GMT 2024","Sat Oct 26 00:02:32 GMT 2024","1263","","","","","","Validate Council Output [EalingCouncil]",""
"passed","Sat Oct 26 00:12:30 GMT 2024","Sat Oct 26 00:12:33 GMT 2024","3800","","","","","","Validate Council Output [LichfieldDistrictCouncil]",""
"passed","Sat Oct 26 00:02:14 GMT 2024","Sat Oct 26 00:02:15 GMT 2024","1506","","","","","","Validate Council Output [CharnwoodBoroughCouncil]",""
"passed","Sat Oct 26 00:20:25 GMT 2024","Sat Oct 26 00:20:30 GMT 2024","5297","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Sat Oct 26 00:04:43 GMT 2024","Sat Oct 26 00:06:46 GMT 2024","123158","","","","","","Validate Council Output [CheshireWestAndChesterCouncil]",""
"passed","Sat Oct 26 00:02:45 GMT 2024","Sat Oct 26 00:02:48 GMT 2024","2337","","","","","","Validate Council Output [BristolCityCouncil]",""
"failed","Sat Oct 26 00:07:24 GMT 2024","Sat Oct 26 00:12:24 GMT 2024","300047","","","","","","Validate Council Output [EastSuffolkCouncil]",""
"passed","Sat Oct 26 00:12:33 GMT 2024","Sat Oct 26 00:12:41 GMT 2024","7708","","","","","","Validate Council Output [LincolnCouncil]",""
"failed","Sat Oct 26 00:17:40 GMT 2024","Sat Oct 26 00:17:43 GMT 2024","2911","","","","","","Validate Council Output [IslingtonCouncil]",""
