"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 00:03:02 GMT 2024","Tue Oct 22 00:03:04 GMT 2024","1815","","","","","","Validate Council Output [BedfordshireCouncil]",""
"passed","Tue Oct 22 00:02:50 GMT 2024","Tue Oct 22 00:02:51 GMT 2024","1098","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil]",""
"passed","Tue Oct 22 00:18:07 GMT 2024","Tue Oct 22 00:18:08 GMT 2024","1427","","","","","","Validate Council Output [MidlothianCouncil]",""
"passed","Tue Oct 22 00:19:09 GMT 2024","Tue Oct 22 00:19:13 GMT 2024","3873","","","","","","Validate Council Output [MaldonDistrictCouncil]",""
"failed","Tue Oct 22 00:34:46 GMT 2024","Tue Oct 22 00:39:46 GMT 2024","300266","","","","","","Validate Council Output [WestLothianCouncil]",""
"passed","Tue Oct 22 00:04:52 GMT 2024","Tue Oct 22 00:04:55 GMT 2024","2239","","","","","","Validate Council Output [DudleyCouncil]",""
"passed","Tue Oct 22 00:19:49 GMT 2024","Tue Oct 22 00:19:50 GMT 2024","795","","","","","","Validate Council Output [ReadingBoroughCouncil]",""
"failed","Tue Oct 22 00:07:05 GMT 2024","Tue Oct 22 00:12:06 GMT 2024","300205","","","","","","Validate Council Output [EastSuffolkCouncil]",""
"passed","Tue Oct 22 00:21:25 GMT 2024","Tue Oct 22 00:21:27 GMT 2024","2291","","","","","","Validate Council Output [NottinghamCityCouncil]",""
"failed","Tue Oct 22 00:32:26 GMT 2024","Tue Oct 22 00:32:29 GMT 2024","2654","","","","","","Validate Council Output [ValeofGlamorganCouncil]",""
"passed","Tue Oct 22 00:04:47 GMT 2024","Tue Oct 22 00:04:50 GMT 2024","3325","","","","","","Validate Council Output [DorsetCouncil]",""
"passed","Tue Oct 22 00:26:57 GMT 2024","Tue Oct 22 00:26:59 GMT 2024","2341","","","","","","Validate Council Output [StokeOnTrentCityCouncil]",""
"passed","Tue Oct 22 00:21:50 GMT 2024","Tue Oct 22 00:21:52 GMT 2024","2303","","","","","","Validate Council Output [SouthCambridgeshireCouncil]",""
"passed","Tue Oct 22 00:17:37 GMT 2024","Tue Oct 22 00:17:45 GMT 2024","7845","","","","","","Validate Council Output [LincolnCouncil]",""
"passed","Tue Oct 22 00:17:15 GMT 2024","Tue Oct 22 00:17:43 GMT 2024","27126","","","","","","Validate Council Output [HounslowCouncil]",""
"passed","Tue Oct 22 00:19:09 GMT 2024","Tue Oct 22 00:19:11 GMT 2024","2640","","","","","","Validate Council Output [NorthAyrshireCouncil]",""
"passed","Tue Oct 22 00:18:44 GMT 2024","Tue Oct 22 00:18:46 GMT 2024","1550","","","","","","Validate Council Output [MoleValleyDistrictCouncil]",""
"passed","Tue Oct 22 00:01:32 GMT 2024","Tue Oct 22 00:01:59 GMT 2024","26538","","","","","","Validate Council Output [DacorumBoroughCouncil]",""
"passed","Tue Oct 22 00:21:11 GMT 2024","Tue Oct 22 00:21:15 GMT 2024","3184","","","","","","Validate Council Output [NorwichCityCouncil]",""
"passed","Tue Oct 22 00:01:53 GMT 2024","Tue Oct 22 00:01:55 GMT 2024","1939","","","","","","Validate Council Output [CharnwoodBoroughCouncil]",""
"failed","Tue Oct 22 00:06:44 GMT 2024","Tue Oct 22 00:11:45 GMT 2024","300232","","","","","","Validate Council Output [BroxtoweBoroughCouncil]",""
"passed","Tue Oct 22 00:32:39 GMT 2024","Tue Oct 22 00:32:41 GMT 2024","2448","","","","","","Validate Council Output [WealdenDistrictCouncil]",""
"passed","Tue Oct 22 00:18:08 GMT 2024","Tue Oct 22 00:18:43 GMT 2024","34806","","","","","","Validate Council Output [MidSussexDistrictCouncil]",""
"passed","Tue Oct 22 00:33:51 GMT 2024","Tue Oct 22 00:33:55 GMT 2024","4490","","","","","","Validate Council Output [WalsallCouncil]",""
"passed","Tue Oct 22 00:27:22 GMT 2024","Tue Oct 22 00:27:24 GMT 2024","1152","","","","","","Validate Council Output [TelfordAndWrekinCouncil]",""
"passed","Tue Oct 22 00:17:43 GMT 2024","Tue Oct 22 00:17:44 GMT 2024","1606","","","","","","Validate Council Output [HullCityCouncil]",""
"passed","Tue Oct 22 00:21:45 GMT 2024","Tue Oct 22 00:22:04 GMT 2024","18895","","","","","","Validate Council Output [SevenoaksDistrictCouncil]",""
"passed","Tue Oct 22 00:32:43 GMT 2024","Tue Oct 22 00:34:30 GMT 2024","106404","","","","","","Validate Council Output [WestBerkshireCouncil]",""
"passed","Tue Oct 22 00:12:08 GMT 2024","Tue Oct 22 00:12:15 GMT 2024","6979","","","","","","Validate Council Output [ElmbridgeBoroughCouncil]",""
"passed","Tue Oct 22 00:06:33 GMT 2024","Tue Oct 22 00:16:10 GMT 2024","577128","","","","","","Validate Council Output [ChorleyCouncil]",""
"passed","Tue Oct 22 00:21:38 GMT 2024","Tue Oct 22 00:21:41 GMT 2024","3058","","","","","","Validate Council Output [RhonddaCynonTaffCouncil]",""
"passed","Tue Oct 22 00:04:39 GMT 2024","Tue Oct 22 00:05:58 GMT 2024","78169","","","","","","Validate Council Output [BrightonandHoveCityCouncil]",""
"passed","Tue Oct 22 00:01:23 GMT 2024","Tue Oct 22 00:01:43 GMT 2024","19472","","","","","","Validate Council Output [BexleyCouncil]",""
"passed","Tue Oct 22 00:04:50 GMT 2024","Tue Oct 22 00:04:52 GMT 2024","2458","","","","","","Validate Council Output [DoverDistrictCouncil]",""
"passed","Tue Oct 22 00:34:30 GMT 2024","Tue Oct 22 00:34:33 GMT 2024","3116","","","","","","Validate Council Output [WiltshireCouncil]",""
"passed","Tue Oct 22 00:21:52 GMT 2024","Tue Oct 22 00:21:54 GMT 2024","1262","","","","","","Validate Council Output [SouthNorfolkCouncil]",""
"passed","Tue Oct 22 00:16:17 GMT 2024","Tue Oct 22 00:17:35 GMT 2024","78745","","","","","","Validate Council Output [LeedsCityCouncil]",""
"failed","Tue Oct 22 00:01:21 GMT 2024","Tue Oct 22 00:01:23 GMT 2024","1968","","","","","","Validate Council Output [CornwallCouncil]",""
"failed","Tue Oct 22 00:27:26 GMT 2024","Tue Oct 22 00:32:26 GMT 2024","300213","","","","","","Validate Council Output [UttlesfordDistrictCouncil]",""
"passed","Tue Oct 22 00:01:25 GMT 2024","Tue Oct 22 00:01:31 GMT 2024","5403","","","","","","Validate Council Output [CrawleyBoroughCouncil]",""
"passed","Tue Oct 22 00:17:35 GMT 2024","Tue Oct 22 00:17:37 GMT 2024","2058","","","","","","Validate Council Output [LichfieldDistrictCouncil]",""
"passed","Tue Oct 22 00:06:09 GMT 2024","Tue Oct 22 00:06:56 GMT 2024","47115","","","","","","Validate Council Output [GuildfordCouncil]",""
"failed","Tue Oct 22 00:18:51 GMT 2024","Tue Oct 22 00:19:42 GMT 2024","51272","","","","","","Validate Council Output [KnowsleyMBCouncil]",""
"passed","Tue Oct 22 00:02:00 GMT 2024","Tue Oct 22 00:04:35 GMT 2024","154664","","","","","","Validate Council Output [BoltonCouncil]",""
"passed","Tue Oct 22 00:19:13 GMT 2024","Tue Oct 22 00:19:15 GMT 2024","1301","","","","","","Validate Council Output [MalvernHillsDC]",""
"failed","Tue Oct 22 00:18:43 GMT 2024","Tue Oct 22 00:18:44 GMT 2024","1174","","","","","","Validate Council Output [MiltonKeynesCityCouncil]",""
"failed","Tue Oct 22 00:04:59 GMT 2024","Tue Oct 22 00:06:09 GMT 2024","69248","","","","","","Validate Council Output [GloucesterCityCouncil]",""
"passed","Tue Oct 22 00:02:51 GMT 2024","Tue Oct 22 00:03:02 GMT 2024","11210","","","","","","Validate Council Output [BedfordBoroughCouncil]",""
"passed","Tue Oct 22 00:35:05 GMT 2024","Tue Oct 22 00:35:06 GMT 2024","740","","","","","","Validate Council Output [YorkCouncil]",""
"passed","Tue Oct 22 00:11:45 GMT 2024","Tue Oct 22 00:16:14 GMT 2024","269521","","","","","","Validate Council Output [BuckinghamshireCouncil]",""
"passed","Tue Oct 22 00:27:07 GMT 2024","Tue Oct 22 00:27:09 GMT 2024","1272","","","","","","Validate Council Output [StaffordBoroughCouncil]",""
"passed","Tue Oct 22 00:18:03 GMT 2024","Tue Oct 22 00:18:37 GMT 2024","33695","","","","","","Validate Council Output [LondonBoroughRedbridge]",""
"passed","Tue Oct 22 00:34:59 GMT 2024","Tue Oct 22 00:35:02 GMT 2024","2917","","","","","","Validate Council Output [WirralCouncil]",""
"passed","Tue Oct 22 00:01:55 GMT 2024","Tue Oct 22 00:04:30 GMT 2024","155462","","","","","","Validate Council Output [ChelmsfordCityCouncil]",""
"passed","Tue Oct 22 00:19:42 GMT 2024","Tue Oct 22 00:19:49 GMT 2024","6809","","","","","","Validate Council Output [LancasterCityCouncil]",""
"passed","Tue Oct 22 00:05:58 GMT 2024","Tue Oct 22 00:06:00 GMT 2024","2829","","","","","","Validate Council Output [BristolCityCouncil]",""
"passed","Tue Oct 22 00:21:38 GMT 2024","Tue Oct 22 00:21:48 GMT 2024","10192","","","","","","Validate Council Output [SomersetCouncil]",""
"passed","Tue Oct 22 00:19:15 GMT 2024","Tue Oct 22 00:19:16 GMT 2024","1635","","","","","","Validate Council Output [ManchesterCityCouncil]",""
"passed","Tue Oct 22 00:17:57 GMT 2024","Tue Oct 22 00:18:01 GMT 2024","4701","","","","","","Validate Council Output [LondonBoroughHounslow]",""
"passed","Tue Oct 22 00:04:58 GMT 2024","Tue Oct 22 00:04:59 GMT 2024","1212","","","","","","Validate Council Output [EalingCouncil]",""
"passed","Tue Oct 22 00:05:17 GMT 2024","Tue Oct 22 00:06:18 GMT 2024","61752","","","","","","Validate Council Output [EastRenfrewshireCouncil]",""
"failed","Tue Oct 22 00:35:08 GMT 2024","Tue Oct 22 00:40:08 GMT 2024","300256","","","","","","Validate Council Output [WychavonDistrictCouncil]",""
"failed","Tue Oct 22 00:12:05 GMT 2024","Tue Oct 22 00:17:15 GMT 2024","310025","","","","","","Validate Council Output [HighPeakCouncil]",""
"passed","Tue Oct 22 00:18:37 GMT 2024","Tue Oct 22 00:19:09 GMT 2024","32799","","","","","","Validate Council Output [LutonBoroughCouncil]",""
"passed","Tue Oct 22 00:17:48 GMT 2024","Tue Oct 22 00:17:49 GMT 2024","1130","","","","","","Validate Council Output [LondonBoroughEaling]",""
"passed","Tue Oct 22 00:34:57 GMT 2024","Tue Oct 22 00:35:08 GMT 2024","10613","","","","","","Validate Council Output [WestSuffolkCouncil]",""
"passed","Tue Oct 22 00:32:36 GMT 2024","Tue Oct 22 00:32:47 GMT 2024","10435","","","","","","Validate Council Output [TestValleyBoroughCouncil]",""
"passed","Tue Oct 22 00:06:00 GMT 2024","Tue Oct 22 00:06:44 GMT 2024","43983","","","","","","Validate Council Output [BromleyBoroughCouncil]",""
"passed","Tue Oct 22 00:03:06 GMT 2024","Tue Oct 22 00:03:07 GMT 2024","1179","","","","","","Validate Council Output [EastDevonDC]",""
"passed","Tue Oct 22 00:21:58 GMT 2024","Tue Oct 22 00:22:01 GMT 2024","3869","","","","","","Validate Council Output [SouthRibbleCouncil]",""
"passed","Tue Oct 22 00:18:01 GMT 2024","Tue Oct 22 00:18:03 GMT 2024","1580","","","","","","Validate Council Output [LondonBoroughLambeth]",""
"passed","Tue Oct 22 00:21:52 GMT 2024","Tue Oct 22 00:21:52 GMT 2024","883","","","","","","Validate Council Output [SouthLanarkshireCouncil]",""
"passed","Tue Oct 22 00:16:14 GMT 2024","Tue Oct 22 00:16:17 GMT 2024","2216","","","","","","Validate Council Output [BuryCouncil]",""
"passed","Tue Oct 22 00:29:29 GMT 2024","Tue Oct 22 00:29:32 GMT 2024","2782","","","","","","Validate Council Output [TorbayCouncil]",""
"passed","Tue Oct 22 00:32:35 GMT 2024","Tue Oct 22 00:32:39 GMT 2024","3685","","","","","","Validate Council Output [WaverleyBoroughCouncil]",""
"passed","Tue Oct 22 00:27:01 GMT 2024","Tue Oct 22 00:27:05 GMT 2024","3339","","","","","","Validate Council Output [StroudDistrictCouncil]",""
"passed","Tue Oct 22 00:21:42 GMT 2024","Tue Oct 22 00:21:44 GMT 2024","1377","","","","","","Validate Council Output [RochfordCouncil]",""
"passed","Tue Oct 22 00:21:35 GMT 2024","Tue Oct 22 00:21:38 GMT 2024","2657","","","","","","Validate Council Output [NorthTynesideCouncil]",""
"passed","Tue Oct 22 00:17:55 GMT 2024","Tue Oct 22 00:17:56 GMT 2024","1120","","","","","","Validate Council Output [FarehamBoroughCouncil]",""
"passed","Tue Oct 22 00:21:29 GMT 2024","Tue Oct 22 00:21:31 GMT 2024","2183","","","","","","Validate Council Output [PerthAndKinrossCouncil]",""
"passed","Tue Oct 22 00:17:21 GMT 2024","Tue Oct 22 00:17:22 GMT 2024","869","","","","","","Validate Council Output [MansfieldDistrictCouncil]",""
"passed","Tue Oct 22 00:21:11 GMT 2024","Tue Oct 22 00:21:16 GMT 2024","5428","","","","","","Validate Council Output [NorthLincolnshireCouncil]",""
"passed","Tue Oct 22 00:01:30 GMT 2024","Tue Oct 22 00:01:30 GMT 2024","815","","","","","","Validate Council Output [CannockChaseDistrictCouncil]",""
"passed","Tue Oct 22 00:01:21 GMT 2024","Tue Oct 22 00:01:23 GMT 2024","1695","","","","","","Validate Council Output [BelfastCityCouncil]",""
"passed","Tue Oct 22 00:01:47 GMT 2024","Tue Oct 22 00:02:00 GMT 2024","12996","","","","","","Validate Council Output [BlackburnCouncil]",""
